title,img,writer,price,uri
ΤΟΠΟΣ ΓΙΑ ΝΑ ΖΕΙΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117124--xlbook-agra.jpg,ΠΛΑΣΤΗΡΑ ΑΛΕΞΑΝΔΡΑ,"5,37 €|7,16 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/topos-gia-na-zeis.html
ΗΡΩΙΚΗ ΑΡΕΤΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117127--xlbook-agra.jpg,ΡΑΖΕΛΟΥ ΚΑΤΕΡΙΝΑ,"4,94 €|6,59 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/iroiki-areti.html
25 ΣΟΝΕΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117149--xlbook-agra.jpg,ΣΑΙΞΠΗΡ ΟΥΙΛΛΙΑΜ,"9,13 €|12,18 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/25-soneta.html
ΤΟ ΠΙΟ ΤΡΟΜΑΧΤΙΚΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117150--xlbook-agra.jpg,ΣΙΔΕΡΗ ΑΛΟΗ,"4,57 €|6,09 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-pio-tromachtiko.html
"ΜΕ ΙΜΑΤΙΟΝ ΜΕΛΑΝ, ΚΑΘΩΣ ΑΝΕΜΟΣ ΑΠΛΩΣ ΦΥΣΑ",https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117151--xlbook-agra.jpg,ΣΥΜΕΩΝ ΙΕΡΟΜΟΝΑΧΟΣ,"11,41 €|15,21 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/me-imation-melan-kathos-anemos-aplos-fysa.html
Ο ΠΕΙΡΑΣΜΟΣ ΤΗΣ ΒΕΒΑΙΟΤΗΤΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117153--xlbook-agra.jpg,ΚΑΝΙΟΥΡΑΣ ΣΠΥΡΟΣ,"7,23 €|9,65 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-peirasmos-tis-bebaiotitas.html
ΠΡΟΣΩΠΟΓΡΑΦΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117177--xlbook-agra.jpg,"ΚΑΤΖΟΥΡΑΚΗΣ ΚΥΡΙΑΚΟΣ, ΚΑΨΑΛΗΣ ΔΙΟΝΥΣΗΣ","9,89 €|13,18 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/prosopografia.html
ΝΟΣΤΙΜΟΝ ΗΜΑΡ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117179--xlbook-agra.jpg,ΡΑΖΕΛΟΥ ΚΑΤΕΡΙΝΑ,"4,94 €|6,59 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/nostimon-imar.html
ΦΙΝΙΣΤΕΡΕ ΚΑΙ ΑΛΛΑ ΠΟΙΗΜΑΤΑ (ΔΙΓΛΩΣΣΗ ΕΚΔΟΣΗ),https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/116948--xlbook-agra.jpg,EUGENIO MONTALE / ΕΥΓΕΝΙΟ ΜΟΝΤΑΛΕ,"7,57 €|10,10 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/finistere-kai-alla-poiimata-diglossi-ekdosi.html
ΕΙΚΟΝΕΣ ΚΑΤΑΣΤΑΣΕΩΣ ΘΑΛΑΣΣΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/116950--xlbook-agra.jpg,ΜΟΣΧΟΒΗ ΜΑΤΙΝΑ,"5,32 €|7,09 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/eikones-katastaseos-thalassis.html
Ο ΑΚΤΩΡΟΣ ΛΟΓΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/116951--xlbook-agra.jpg,ΜΟΣΧΟΒΗ ΜΑΤΙΝΑ,"4,94 €|6,59 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-aktoros-logos.html
ΥΟΣΚΥΑΜΟΣ / ΝΟΥΜΗΝΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/116953--xlbook-agra.jpg,ΜΟΣΧΟΒΗ ΜΑΤΙΝΑ,"5,32 €|7,09 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/yoskyamos-noyminia.html
Η ΕΚΔΡΟΜΗ ΤΗΣ ΕΥΔΟΚΙΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/116975--xlbook-agra.jpg,ΜΠΟΥΚΑΛΑΣ ΠΑΝΤΕΛΗΣ,"4,94 €|6,59 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-ekdromi-tis-eydokias.html
Ο ΜΑΝΤΗΣ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΜΠΟΥΚΑΛΑΣ ΠΑΝΤΕΛΗΣ,"5,71 €|7,62 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-mantis.html
Ο ΜΕΣΑ ΠΑΝΘΗΡΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/116977--xlbook-agra.jpg,ΜΠΟΥΚΑΛΑΣ ΠΑΝΤΕΛΗΣ,"4,92 €|6,56 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-mesa-panthiras.html
ΣΗΜΑΤΑ ΛΥΓΡΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/116978--xlbook-agra.jpg,ΜΠΟΥΚΑΛΑΣ ΠΑΝΤΕΛΗΣ,"4,94 €|6,59 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/simata-lygra.html
ΚΑΤΑΗ (ΔΙΓΛΩΣΣΗ ΕΚΔΟΣΗ),https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117013--xlbook-agra.jpg,ΠΑΟΥΝΤ ΕΖΡΑ,"7,73 €|10,30 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/katai-diglossi-ekdosi.html
ΝΕΡΟ ΣΤΟ ΠΡΟΣΩΠΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117029--xlbook-agra.jpg,ΠΛΑΣΤΗΡΑ ΑΛΕΞΑΝΔΡΑ,"4,94 €|6,59 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/nero-sto-prosopo.html
ΠΕΡΙΦΡΑΣΤΙΚΗ ΣΠΟΥΔΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117039--xlbook-agra.jpg,ΡΟΖΑΝΗΣ ΣΤΕΦΑΝΟΣ,"4,57 €|6,09 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/perifrastiki-spoydi.html
ΤΟΥ ΚΑΝΕΝΟΣ ΤΟ ΡΟΔΟ - DIE NIEMANDSROSE (ΔΙΓΛΩΣΣΗ ΕΚΔΟΣΗ),https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117047--xlbook-agra.jpg,ΤΣΕΛΑΝ ΠΑΟΥΛ,"8,36 €|11,15 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/toy-kanenos-to-rodo-die-niemandsrose-diglossi-ekdosi.html
ΟΨΕΙΣ ΟΝΕΙΡΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117051--xlbook-agra.jpg,ΣΙΔΕΡΗ ΑΛΟΗ,"4,57 €|6,09 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/opseis-oneiron.html
ΤΟ ΟΝΕΙΡΟ ΤΗΣ ΓΑΤΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117053--xlbook-agra.jpg,ΣΙΔΕΡΗ ΑΛΟΗ,"4,54 €|6,06 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-oneiro-tis-gatas.html
ΔΟΚΙΜΙΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117202--xlbook-agra.jpg,ΚΥΡΙΑΚΟΣ ΧΑΡΑΛΑΜΠΙΔΗΣ,"9,51 €|12,68 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/dokimin.html
Ο ΡΥΘΜΟΣ ΖΕΣΤΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/1/117218--xlbook-agra.jpg,ΜΑΡΩΝΙΤΗ ΑΝΘΗ,"4,94 €|6,59 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-rythmos-zestos.html
ΓΙΟΥΡΙ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΚΑΒΑΛΕΝΚΟ ΤΟΝΙΑ,"3,81 €|5,08 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/gioyri.html
ΚΑΤΑΛΟΓΟΙ 10-12,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157900--xlbook-agra.jpg,ΔΗΜΗΤΡΙΑΔΗΣ ΔΗΜΗΤΡΗΣ,"7,61 €|10,15 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/katalogi-10-12.html
ΤΑ ΤΕΤΡΑΣΤΙΧΑ ΤΗΣ ΠΙΚΡΗΣ ΒΡΟΧΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157902--xlbook-agra.jpg,ΜΕΝΔΡΑΚΟΣ ΤΑΚΗΣ,"5,32 €|7,09 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-tetrastiha-tis-pikris-vrohis.html
Η ΠΥΞΙΔΑ ΤΗΣ ΑΝΟΙΞΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157925--xlbook-agra.jpg,ΖΕΡΒΑΣ ΓΙΑΝΝΗΣ,"7,61 €|10,15 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-pixida-tis-anixis.html
ΕΛΛΟΓΑ ΚΑΙ ΠΑΡΑΛΟΓΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/158169--xlbook-armos.jpg,ΞΗΡΟΧΩΡΙΤΗΣ ΓΙΩΡΓΟΣ,"3,20 €|4,26 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/elloga-ke-paraloga.html
ΚΡΟΤΑΛΑ ΤΡΟΠΙΚΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/k/r/krotala-tropika.jpg,ΤΑΝΟΥΛΑΣ ΤΑΣΟΣ,"2,39 €|3,18 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/krotala-tropika.html
ΤΑ ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/138604--xlbook-ipsilon.jpg,ΚΩΝΣΤΑΝΤΙΝΟΣ ΚΑΒΑΦΗΣ,"7,98 €|9,98 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-piimata-9.html
ΤΑ ΑΝΕΚΔΟΤΑ ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/138605--xlbook-ipsilon.jpg,ΚΩΝΣΤΑΝΤΙΝΟΣ ΚΑΒΑΦΗΣ,"7,18 €|8,97 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-anekdota-piimata.html
ΤΑ ΑΠΟΚΗΡΥΓΜΕΝΑ ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/138606--xlbook-ipsilon.jpg,ΚΩΝΣΤΑΝΤΙΝΟΣ ΚΑΒΑΦΗΣ,"6,39 €|7,99 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-apokirigmena-piimata.html
ΑΠΑΝΤΑ ΠΟΙΗΤΙΚΑ (ΔΕΜΕΝΟ),https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/138607--xlbook-ipsilon.jpg,ΚΩΝΣΤΑΝΤΙΝΟΣ ΚΑΒΑΦΗΣ,"18,49 €|23,11 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/apanta-piitika--demeno.html
ΑΠΑΝΤΑ ΠΟΙΗΤΙΚΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/138608--xlbook-ipsilon.jpg,ΚΩΝΣΤΑΝΤΙΝΟΣ ΚΑΒΑΦΗΣ,"13,57 €|16,96 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/apanta-piitika.html
ΗΜΕΡΟΛΟΓΙΟ ΕΝΟΣ ΑΘΕΑΤΟΥ ΑΠΡΙΛΙΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/138614--xlbook-ipsilon.jpg,ΕΛΥΤΗΣ ΟΔΥΣΣΕΑΣ,"8,84 €|11,05 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/imerologio-enos-atheatu-apriliu.html
ΤΑ ΡΩ ΤΟΥ ΕΡΩΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/9/7/9789607949325-uk.jpg,ΕΛΥΤΗΣ ΟΔΥΣΣΕΑΣ,"12,00 €|15,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-ro-toy-erota.html
ΚΡΙΝΑΓΟΡΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/138617--xlbook-ipsilon.jpg,ΕΛΥΤΗΣ ΟΔΥΣΣΕΑΣ,"12,06 €|15,07 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/krinagoras.html
Η ΚΗΠΟΣ ΜΕ ΤΙΣ ΑΥΤΑΠΑΤΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/138618--xlbook-ipsilon.jpg,ΕΛΥΤΗΣ ΟΔΥΣΣΕΑΣ,"25,71 €|32,14 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-kipos-me-tis-aitapates.html
ΙΔΙΩΤΙΚΗ ΟΔΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/138619--xlbook-ipsilon.jpg,ΕΛΥΤΗΣ ΟΔΥΣΣΕΑΣ,"36,17 €|45,21 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/idiotiki-odos.html
ΣΗΜΑΤΟΛΟΓΙΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/138627--xlbook-ipsilon.jpg,ΕΛΥΤΗΣ ΟΔΥΣΣΕΑΣ,"9,65 €|12,06 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/simatologio.html
ΑΔΙΑΛΕΙΠΤΗ ΡΟΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/197299--xlbook-tipothito.jpg,ΠΟΛΥΖΟΣ ΛΑΜΠΡΟΣ,"6,09 €|8,12 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/adialipti-roi.html
ΧΡΥΣΑΛΛΙΔΑ ΣΤΟΝ ΠΑΓΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/139282--xlbook-ipsilon.jpg,ΒΕΗΣ ΓΙΩΡΓΟΣ,"7,18 €|8,97 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/hrisallida-ston-pago.html
ΕΡΜΗΝΕΙΑ ΤΗΣ ΠΟΛΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/3/139283--xlbook-ipsilon.jpg,ΓΡΑΜΜΕΝΟΣ ΤΑΚΗΣ,"6,37 €|7,96 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/erminia-tis-polis.html
ΤΑ ΑΚΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/t/a/ta_akta--xlbook-indiktos.png,ΖΕΡΒΑΣ ΑΝΤΩΝΗΣ,"10,47 €|13,96 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-akta.html
Η ΑΝΑΣΤΑΣΗ ΤΗΣ ΚΥΡΑ ΤΣΙΝΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140361--xlbook-indiktos.jpg,ΖΕΡΒΑΣ ΓΙΑΝΝΗΣ,"4,42 €|5,89 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-anastasi-tis-kira-tsinis-2.html
ΟΙ ΟΡΜΕΣ ΤΗΣ ΑΥΤΟΠΑΘΕΙΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140362--xlbook-indiktos.jpg,ΖΕΡΒΑΣ ΑΝΤΩΝΗΣ,"5,79 €|7,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-ormes-tis-aitopathias.html
ΛΟΓΑΡΙΑΣΜΟΙ ΥΠΟ ΤΗΝ ΟΥΡΑΝΙΑ ΑΙΩΝΟΜΗΔΑΝΙΜΟΤΗΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140363--xlbook-indiktos.jpg,ΖΕΡΒΑΣ ΑΝΤΩΝΗΣ,"6,99 €|9,32 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/logariasmi-ipo-tin-urania-eonomidanimotita.html
ODES,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140364--xlbook-indiktos.jpg,ΚΑΛΒΟΣ ΑΝΔΡΕΑΣ,"16,35 €|21,80 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/odes-2.html
ΧΡΟΝΟΣ ΤΟΠΟΙ ΔΟΞΑΣΤΙΚΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140365--xlbook-indiktos.jpg,ΑΔΩΝΙΣ,"4,67 €|6,22 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/hronos-topi-doxastika.html
ΑΔΙΑΠΕΡΑΣΤΟ ΦΩΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140366--xlbook-indiktos.jpg,ΚΑΣΣΟΣ ΒΑΓΓΕΛΗΣ,"7,61 €|10,15 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/adiaperasto-fos.html
ΟΙ ΚΥΡΙΑΚΕΣ ΤΩΝ ΠΟΙΗΜΑΤΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140394--xlbook-indiktos.jpg,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΓΙΩΡΓΟΣ Σ.,"3,51 €|4,68 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-kiriakes-ton-piimaton.html
ΠΑΡΑΔΕΙΣΟΙ ΤΟΥ ΧΕΙΜΩΝΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140745--xlbook-ellinika_grammata.jpg,GATALDO M.C.,"4,28 €|5,70 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/paradisi-tu-himona.html
ΡΟΥΜΠΑΓΙΑΤ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/r/u/rubagiat-2.jpg,ΚΑΓΙΑΜ ΟΜΑΡ,"6,50 €|8,67 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/rubagiat-2.html
ΣΩΜΑΤΕΙΟ ΑΧΘΟΦΟΡΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/s/o/somatio-ahthoforon.jpg,ΚΑΛΑΝΤΖΟΠΟΥΛΟΣ Μ.,"4,61 €|6,14 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/somatio-ahthoforon.html
ΤΟ ΝΕΡΟ ΤΩΝ ΟΝΕΙΡΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140748--xlbook-ellinika_grammata.jpg,ΓΙΑΝΝΗΣ ΚΑΛΠΟΥΖΟΣ,"3,05 €|4,06 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-nero-ton-oniron.html
ΧΡΕΩΣΕ ΤΑ ΣΤΗ ΦΩΤΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140749--xlbook-ellinika_grammata.jpg,ΜΥΤΑΚΙΔΗΣ Μ.,"9,21 €|12,28 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/hreose-ta-sti-fotia-1.html
ΘΡΑΥΣΜΑΤΑ ΟΡΚΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/t/h/thraismata-orku.jpg,ΧΑΡΙΖΟΠΟΥΛΟΣ Ν.,"3,05 €|4,06 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/thraismata-orku.html
ΜΠΟΤΙΛΙΑ ΣΤΟΝ ΟΥΡΑΝΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/b/o/botilia-ston-urano.jpg,ΧΟΥΖΟΥΡΗ ΕΛΕΝΑ,"4,99 €|6,65 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/botilia-ston-urano.html
ΠΟΙΗΜΑΤΑ Α-Β,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΓΕΡΑΝΗΣ ΣΤΕΛΙΟΣ,"19,89 €|26,52 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/piimata-a-v.html
ΙΩΝΙΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/i/o/ionias.jpg,ΚΑΛΒΟΣ ΑΝΔΡΕΑΣ,"14,45 €|19,27 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ionias.html
ΟΔΥΣΣΕΙΣ ΧΩΡΙΣ ΙΘΑΚΗ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΤΣΑΝΤΙΝΗΣ Κ.,"9,89 €|13,18 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/odissis-horis-ithaki.html
ΤΡΙΑ ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140835--xlbook-sokoli-koiledaki.jpg,EDGAR ALLAN POE / ΕΝΤΓΚΑΡ ΑΛΑΝ ΠΟΕ,"9,93 €|13,24 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/tria-piimata-2.html
ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140836--xlbook-sokoli-koiledaki.jpg,ΓΚΙΝΣΜΠΕΡΓΚ ΑΛΛΕΝ,"9,93 €|13,24 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/piimata-60.html
ΜΕΘΥΣΜΕΝΟΣ ΔΡΟΜΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/140651--xlbook-ellinika_grammata.jpg,ΓΙΑΝΝΗΣ ΚΑΛΠΟΥΖΟΣ,"3,81 €|5,08 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/methismenos-dromos.html
ΑΣΤΕΡΟΕΙΔΕΙΣ ΑΥΤΟΧΕΙΡΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/141012--xlbook-verettas_marios.jpg,ΜΙΧΟΣ Θ.,"5,84 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/asteroidis-aitohires.html
ΚΛΥΤΑΙΜΝΗΣΤΡΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/141013--xlbook-verettas_marios.jpg,ΦΡΑΓΓΟΥ Β.,"5,84 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/klitemnistra-2.html
ΝΑΖΙΜ ΧΙΧΜΕΤ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,,"5,06 €|6,33 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/nazim-hihmet.html
